1317354879.440555096,-0.000000000,0.000000000,-0.000000000,0.000000083,-0.000000093,-0.000000012
1317354879.649014950,0.000000078,-0.000000006,0.000000031,0.000000091,0.000000269,-0.000000225
1317354879.857522011,0.000000341,-0.000000017,0.000000069,-0.000000921,0.000000680,-0.000000703
1317354880.066081047,0.000000573,-0.000000003,0.000000069,-0.000003194,-0.000000410,-0.000001470
1317354880.274590969,0.000001556,-0.000000033,0.000000169,-0.000006324,0.000007937,-0.000002566
1317354880.483100891,0.000003494,-0.000000220,0.000000466,-0.000008945,0.000027603,-0.000004217
1317354880.691610098,0.000005015,-0.000000514,0.000000216,-0.000011189,0.000034376,-0.000006448
1317354880.900118113,0.000008144,-0.000001226,-0.000000527,-0.000008745,0.000051281,-0.000009679
1317354881.108603001,0.000013119,-0.000001956,0.000000238,-0.000003565,0.000095260,-0.000014098
1317354881.317115068,0.000016030,-0.000002876,0.000000370,0.000003557,0.000118007,-0.000019659
1317354881.525649071,0.000020066,-0.000003768,-0.000000017,0.000009058,0.000140639,-0.000028054
1317354881.734157085,0.000024244,-0.000004708,0.000000266,0.000016285,0.000157380,-0.000038267
1317354881.942655087,0.000025698,-0.000005694,0.000004465,0.000024200,0.000142647,-0.000047169
1317354882.151128054,0.000027371,-0.000006427,0.000011092,0.000025289,0.000134324,-0.000054438
1317354882.359591007,0.000028826,-0.000007150,0.000020440,0.000024321,0.000115628,-0.000061386
1317354882.568027973,0.000027552,-0.000007578,0.000030178,0.000020534,0.000041245,-0.000066114
1317354882.776417017,0.000026498,-0.000008048,0.000041998,0.000025830,-0.000041810,-0.000070595
1317354882.984807968,0.000026021,-0.000008261,0.000054868,0.000025752,-0.000123216,-0.000074113
1317354883.193218946,0.000023894,-0.000008466,0.000064259,0.000020430,-0.000283234,-0.000076851
1317354883.401633978,0.000022391,-0.000008601,0.000074226,0.000014269,-0.000423991,-0.000078645
1317354883.610049009,0.000021156,-0.000008496,0.000084050,-0.000001053,-0.000558089,-0.000079423
1317354883.818413019,0.000018834,-0.000008575,0.000088923,-0.000017757,-0.000773013,-0.000078812
1317354884.026756048,0.000017333,-0.000008568,0.000093901,-0.000037690,-0.000964739,-0.000078950
1317354884.339278936,0.000014988,-0.000008558,0.000098013,-0.000069326,-0.001277778,-0.000077521
1317354884.547667980,0.000013024,-0.000008753,0.000097783,-0.000096677,-0.001562917,-0.000078706
1317354884.756079912,0.000011079,-0.000008945,0.000100145,-0.000116307,-0.001894723,-0.000081202
1317354884.964518070,0.000010212,-0.000008881,0.000109957,-0.000126015,-0.002116852,-0.000085703
1317354885.172955036,0.000009626,-0.000008800,0.000117425,-0.000127979,-0.002301490,-0.000093037
1317354885.381341934,0.000009506,-0.000008678,0.000129175,-0.000123795,-0.002539416,-0.000100320
1317354885.693989992,0.000010988,-0.000008247,0.000159886,-0.000108073,-0.002593946,-0.000109738
1317354886.006557941,0.000012061,-0.000007735,0.000192283,-0.000088705,-0.002515738,-0.000120183
1317354886.214903116,0.000012782,-0.000007360,0.000212134,-0.000071643,-0.002527795,-0.000129508
1317354886.423268080,0.000014107,-0.000007232,0.000236676,-0.000074337,-0.002430977,-0.000140644
1317354886.631583929,0.000015409,-0.000007164,0.000270605,-0.000093994,-0.002386825,-0.000152852
1317354886.839926958,0.000016371,-0.000006946,0.000309204,-0.000107092,-0.002236375,-0.000165052
1317354887.048269033,0.000017666,-0.000006457,0.000351383,-0.000097286,-0.002025755,-0.000173784
1317354887.256587029,0.000018892,-0.000005884,0.000396616,-0.000085636,-0.001924058,-0.000180781
1317354887.464900017,0.000020089,-0.000005421,0.000438887,-0.000080722,-0.001762593,-0.000188180
1317354887.673218012,0.000021120,-0.000005089,0.000484540,-0.000087905,-0.001580572,-0.000197166
1317354887.881513119,0.000022072,-0.000004697,0.000537578,-0.000098092,-0.001487555,-0.000204584
