1317354879.440555096,-0.000000000,0.000000000,-0.000000000,0.000045627,0.000045380,0.000045321
1317354879.649014950,0.000000395,-0.000000117,-0.000000172,0.000234496,0.000235034,0.000233832
1317354879.857522011,0.000003035,-0.000003126,0.000000521,0.000657366,0.000663693,0.000652007
1317354880.066081047,-0.000002034,0.000000594,0.000001701,0.000654710,0.000649134,0.000651188
1317354880.691610098,0.000006915,-0.000002128,-0.000011016,0.000646666,0.000694353,0.000664652
1317354882.255358934,0.000027278,-0.000025535,0.000004924,0.001058136,0.001414503,0.001154501
1317354882.776417017,-0.000000000,-0.000000000,-0.000000000,0.000000037,0.000000016,-0.000000020
1317354883.089011908,0.000000054,0.000000076,0.000000008,0.000221971,0.000204046,0.000173497
1317354883.297426939,0.000005384,-0.000000887,0.000002823,0.000685623,0.000661990,0.000589684
1317354883.505842924,0.000022063,-0.000012232,0.000007924,0.000151421,0.000210892,0.000110323
1317354883.714230061,0.000699799,0.000146536,0.000411271,-0.014699807,-0.008084795,0.000969129
1317354884.339278936,-0.000000000,0.000000000,-0.000000000,0.000195175,0.000198474,0.000193075
1317354884.756079912,0.000000000,-0.000000000,0.000000000,0.000045846,0.000046023,0.000045711
1317354885.381341934,-0.000000000,0.000000000,-0.000000000,0.000111646,0.000111782,0.000113134
1317354885.902354002,-0.000000000,0.000000000,-0.000000000,0.000112706,0.000115471,0.000111873
